"Order";"MS.Zoning";"Lot.Area";"Alley";"Neighborhood";"Overall.Qual";"Year.Built";"Year.Remod.Add";"X1st.Flr.SF";"X2nd.Flr.SF";"Gr.Liv.Area";"Total.Bsmt.SF";"Bsmt.Full.Bath";"Bsmt.Half.Bath";"Full.Bath";"Half.Bath";"TotRms.AbvGrd";"Garage.Cars";"Garage.Area";"Yr.Sold";"Sale.Condition";"SalePrice"
1544;"RM";1950;NA;"Blueste";6;1980;1980;716;840;1556;716;1;0;2;1;6;2;452;2008;"Normal";151000
1545;"RM";7000;NA;"IDOTRR";6;1926;1998;919;0;919;894;1;0;1;0;5;1;195;2008;"Normal";126000
1546;"RM";6000;NA;"IDOTRR";6;1940;2006;760;330;1090;720;0;0;1;0;5;1;240;2008;"Normal";120000
1547;"RM";3636;NA;"IDOTRR";4;1922;1950;796;0;796;796;0;0;1;0;5;0;0;2008;"Normal";55000
1548;"RM";5890;NA;"IDOTRR";6;1930;2007;816;0;816;816;0;0;1;0;5;1;432;2008;"Normal";120500
1549;"RM";6900;NA;"IDOTRR";5;1940;1955;778;0;778;740;0;0;1;0;4;1;924;2008;"Normal";120500
1550;"RM";8155;NA;"IDOTRR";5;1930;1950;780;420;1200;780;0;0;1;0;7;0;0;2008;"Normal";119000
1551;"RM";6000;NA;"IDOTRR";5;1967;1967;1092;564;1656;624;0;0;1;1;7;1;288;2008;"Normal";126000
1552;"RM";7392;NA;"IDOTRR";5;1930;1995;912;0;912;520;0;0;1;0;5;1;360;2008;"Normal";99500
1553;"RM";9000;NA;"IDOTRR";5;1958;1958;1151;804;1955;1151;0;0;2;0;7;1;356;2008;"Normal";165500
1554;"A (agr)";14584;NA;"IDOTRR";1;1952;1952;733;0;733;0;0;0;1;0;4;2;487;2008;"Abnorml";13100
1555;"C (all)";5280;NA;"IDOTRR";4;1895;1950;825;536;1361;173;0;0;1;0;6;1;185;2008;"Normal";89000
1556;"C (all)";8500;"Pave";"IDOTRR";4;1920;1950;649;668;1317;649;0;0;1;0;6;1;250;2008;"Normal";40000
1557;"C (all)";5150;NA;"IDOTRR";4;1910;2000;671;378;1049;356;0;0;1;0;5;1;195;2008;"Normal";80900
1558;"C (all)";18000;NA;"IDOTRR";3;1935;1950;894;0;894;894;0;0;1;0;6;3;1248;2008;"Normal";81000
1559;"C (all)";9000;NA;"IDOTRR";4;1920;1950;432;432;864;592;0;0;1;1;5;1;216;2008;"Normal";65000
1560;"RM";5587;NA;"Crawfor";8;2008;2008;1652;0;1652;1600;1;1;2;0;5;2;482;2008;"Partial";392500
1561;"RM";3843;NA;"Crawfor";8;2007;2008;1648;0;1648;1596;1;1;2;0;5;2;525;2008;"Partial";294464
1562;"RM";3811;NA;"Crawfor";7;2004;2005;1646;0;1646;1594;1;1;2;0;5;2;482;2008;"Normal";250000
1563;"RM";3842;NA;"Crawfor";8;2004;2005;1646;0;1646;1594;1;1;2;0;5;2;482;2008;"Normal";275000
1564;"RL";23730;NA;"Mitchel";7;1996;1997;2032;0;2032;1840;1;0;3;0;7;3;786;2008;"Normal";300000
1565;"RL";13265;NA;"Mitchel";8;2002;2002;1689;0;1689;1568;1;0;2;0;7;3;857;2008;"Normal";271000
1566;"RL";11050;NA;"Mitchel";7;1996;1997;910;910;1820;910;0;0;2;1;8;3;816;2008;"Normal";213000
1567;"RL";9880;NA;"Mitchel";6;1977;1977;1118;0;1118;1096;1;0;1;0;6;1;358;2008;"Normal";171000
1568;"RL";10125;NA;"Mitchel";6;1977;1977;1279;0;1279;1196;0;1;2;0;6;2;473;2008;"Normal";171500
1569;"RL";10260;NA;"Mitchel";5;1976;1976;936;936;1872;0;0;0;2;2;8;2;484;2008;"Abnorml";100000
1570;"RL";9990;NA;"Mitchel";4;1991;1991;1689;0;1689;1680;1;0;2;0;6;2;432;2008;"Normal";228500
1571;"RL";164660;NA;"Timber";5;1965;1965;1619;167;1786;1499;2;0;2;0;7;2;529;2008;"Normal";228950
1572;"RL";4084;NA;"Timber";7;1986;1986;1501;0;1501;1277;1;0;2;0;6;2;512;2008;"Normal";241500
1573;"RL";15498;NA;"Timber";8;1976;1976;2898;0;2898;1565;1;0;2;0;10;2;665;2008;"Abnorml";287000
1574;"RL";11563;NA;"Timber";8;2006;2007;1537;0;1537;1518;1;0;2;0;8;3;788;2008;"Normal";294000
1575;"RL";9520;NA;"Timber";8;2007;2008;1646;0;1646;1638;1;0;2;0;7;3;800;2008;"Partial";293077
1576;"RL";12852;NA;"Timber";8;2007;2007;920;860;1780;920;1;0;2;1;6;2;612;2008;"Partial";264966
1577;"RL";9802;NA;"Timber";5;2006;2007;712;730;1442;352;0;0;2;1;6;2;400;2008;"Normal";172500
1578;"RL";9735;NA;"Timber";5;2006;2007;754;640;1394;384;0;0;2;1;7;2;400;2008;"Normal";167500
1579;"RL";12018;NA;"Timber";7;2008;2008;796;816;1612;796;0;0;2;1;6;3;666;2008;"Partial";218689
1580;"RL";12890;NA;"Timber";6;1989;1989;1495;0;1495;1495;0;0;2;0;8;2;438;2008;"Normal";150000
1581;"RL";12416;NA;"Timber";6;1986;1986;1651;0;1651;1606;1;0;2;0;7;2;616;2008;"Normal";184000
1582;"RL";18265;NA;"Timber";6;1986;1986;1256;0;1256;1256;0;0;2;0;6;2;578;2008;"Normal";180000
1583;"RL";10200;NA;"Timber";6;1988;1989;1509;0;1509;1461;1;0;2;0;5;2;600;2008;"Abnorml";175000
1584;"RL";11202;NA;"Timber";8;2003;2003;1440;0;1440;1432;1;0;2;0;7;2;467;2008;"Normal";232500
1585;"RL";7915;NA;"Timber";6;1999;2000;1675;0;1675;1666;1;0;2;0;6;2;435;2008;"Normal";195000
1586;"RL";12244;NA;"Timber";8;2003;2003;1482;780;2262;1482;1;0;2;1;10;3;749;2008;"Normal";305000
1587;"RL";11449;NA;"Timber";8;2007;2007;1728;0;1728;1884;1;0;2;0;7;2;520;2008;"Normal";298751
1588;"RL";11447;NA;"Timber";8;2005;2006;1964;0;1964;1964;1;0;2;1;7;3;892;2008;"Normal";370000
1589;"RM";8940;NA;"Mitchel";7;1997;1998;1344;0;1344;1344;2;0;2;0;8;4;784;2008;"Alloca";209200
1590;"RM";7060;NA;"Mitchel";7;1997;1998;1344;0;1344;1344;2;0;2;0;8;4;784;2008;"Alloca";206300
1591;"RL";9278;NA;"Mitchel";5;2007;2008;1092;0;1092;1092;0;0;1;0;5;0;0;2008;"Abnorml";146000
1592;"RM";4500;NA;"Mitchel";6;1997;1997;1189;0;1189;1189;1;0;2;0;4;2;392;2008;"Normal";160500
1593;"RL";14137;NA;"Mitchel";4;1964;1964;1200;0;1200;1200;1;0;1;0;6;3;850;2008;"Normal";173000
1594;"RM";4224;NA;"MeadowV";5;1975;1975;1040;0;1040;1040;0;0;1;0;6;2;499;2008;"Normal";124000
1595;"RM";2665;NA;"MeadowV";5;1976;1976;616;688;1304;264;0;0;1;1;4;1;336;2008;"Normal";115000
1596;"RM";2665;NA;"MeadowV";5;1976;1976;925;550;1475;550;0;0;2;0;6;1;336;2008;"Normal";129500
1597;"RM";1974;NA;"MeadowV";4;1973;2006;526;462;988;526;1;0;1;0;5;1;297;2008;"Normal";105000
1598;"RM";1596;NA;"MeadowV";4;1973;1973;526;462;988;462;1;0;1;0;4;1;297;2008;"Normal";94900
1599;"RL";17979;NA;"Mitchel";5;1968;1968;1160;0;1160;1113;1;0;1;0;6;1;257;2008;"Normal";152500
1600;"RM";1477;NA;"MeadowV";6;1970;2007;546;546;1092;546;0;0;2;1;6;0;0;2008;"Normal";98000
1601;"RM";1890;NA;"MeadowV";4;1972;1972;630;0;630;630;1;0;1;0;3;0;0;2008;"Normal";81000
1602;"RL";21750;NA;"Mitchel";5;1954;1954;988;0;988;988;0;0;1;0;4;2;520;2008;"Normal";113000
1603;"RL";6490;NA;"Mitchel";5;1983;1983;816;0;816;816;0;1;1;0;4;1;264;2008;"Normal";128500
1604;"RL";6951;NA;"Mitchel";5;1984;1985;923;0;923;876;1;0;1;0;5;1;264;2008;"Normal";119500
1605;"RL";6600;NA;"Mitchel";5;1982;2008;816;0;816;816;0;1;1;0;5;1;264;2008;"Normal";130500
1606;"RL";6600;NA;"Mitchel";5;1982;2003;816;0;816;816;1;0;1;0;4;2;816;2008;"Normal";138000
1607;"RL";6600;NA;"Mitchel";5;1982;2005;845;0;845;845;0;0;1;0;6;1;264;2008;"Normal";134500
1608;"RL";12508;NA;"Mitchel";6;1940;1985;983;767;1750;983;1;0;2;0;7;1;423;2008;"Normal";160000
1609;"RL";12395;NA;"Mitchel";5;1984;1984;889;0;889;864;0;0;1;0;6;2;484;2008;"Normal";137500
1610;"RL";11075;NA;"Mitchel";5;1969;1969;1168;800;1968;784;0;1;2;1;7;2;530;2008;"Normal";172000
1611;"I (all)";56600;NA;"IDOTRR";5;1900;1950;1150;686;1836;686;0;0;2;0;7;1;288;2008;"Normal";103000
1612;"RL";10667;NA;"NAmes";6;1971;1971;1587;0;1587;1587;0;0;2;0;7;2;525;2007;"Normal";167300
1613;"RL";10628;NA;"NAmes";7;1970;1970;1277;0;1277;1277;1;0;1;0;5;2;526;2007;"Normal";167000
1614;"RL";13651;NA;"NAmes";7;1973;1973;2223;0;2223;2223;1;0;2;0;8;2;516;2007;"Normal";244000
1615;"RL";15865;NA;"NAmes";8;1970;1970;2217;0;2217;2217;1;0;2;0;8;2;621;2007;"Normal";268000
1616;"RL";12394;NA;"Gilbert";7;2003;2003;847;886;1733;847;0;0;2;1;7;2;433;2007;"Family";225000
1617;"RL";10364;NA;"Gilbert";6;1995;1996;806;766;1572;806;0;0;2;1;7;2;373;2007;"Normal";168000
1618;"RL";13869;NA;"Gilbert";6;1997;1997;794;676;1470;794;0;1;2;0;6;2;388;2007;"Normal";177000
1619;"RL";8773;NA;"Gilbert";6;1997;1997;916;684;1600;916;0;0;2;1;7;2;460;2007;"Normal";169000
1620;"RL";8872;NA;"Gilbert";6;1997;1997;754;630;1384;384;0;0;2;1;7;2;390;2007;"Normal";161500
1621;"RL";5330;NA;"StoneBr";8;2000;2000;1652;0;1652;1494;1;0;2;0;6;2;499;2007;"Normal";251000
1622;"RL";10147;NA;"Gilbert";6;1994;1994;924;770;1694;392;0;0;2;1;7;2;398;2007;"Normal";160000
1623;"RL";8637;NA;"Gilbert";6;1999;2000;947;767;1714;923;1;0;2;1;7;2;451;2007;"Abnorml";180000
1624;"RL";7875;NA;"Gilbert";7;1996;1996;691;862;1553;691;0;0;2;1;6;2;420;2007;"Normal";178750
1625;"RL";7875;NA;"Gilbert";7;1995;1996;1253;0;1253;1237;0;0;2;0;6;2;402;2007;"Normal";176000
1626;"RL";7500;NA;"Gilbert";6;1999;2003;957;1342;2299;938;0;0;3;1;7;2;482;2007;"Normal";204000
1627;"RL";9556;NA;"Gilbert";7;1992;1993;1187;0;1187;1168;0;0;2;0;6;2;420;2007;"Normal";160000
1628;"RL";10784;NA;"Gilbert";7;1991;1992;802;670;1472;384;0;0;2;1;7;2;402;2007;"Normal";160000
1629;"RL";9125;NA;"Gilbert";7;1992;1992;812;670;1482;384;0;0;2;1;7;2;392;2007;"Normal";163900
1630;"RL";7655;NA;"Gilbert";6;1993;1994;910;732;1642;903;0;0;2;1;7;2;392;2007;"Normal";168000
1631;"RL";18160;NA;"Gilbert";6;1964;1964;1128;0;1128;1302;1;0;1;0;6;2;480;2007;"Alloca";154204
1632;"RL";3696;NA;"StoneBr";8;1986;1986;1088;0;1088;1074;0;0;1;1;5;2;461;2007;"Normal";170000
1633;"RL";5062;NA;"StoneBr";7;1984;1984;1190;900;2090;1190;1;0;2;0;6;2;577;2007;"Normal";207500
1634;"RL";4740;NA;"StoneBr";8;1988;1988;1179;0;1179;1166;1;0;2;0;5;2;480;2007;"Normal";182000
1635;"RL";5118;NA;"StoneBr";8;1990;1990;1321;0;1321;1312;1;0;1;0;4;2;484;2007;"Normal";212000
1636;"RL";14157;NA;"StoneBr";9;2005;2006;1922;0;1922;1922;1;0;2;0;8;3;676;2007;"Normal";377426
1637;"RL";12328;NA;"StoneBr";8;2005;2005;1164;1377;2541;1149;1;0;3;1;10;3;729;2007;"Normal";349265
1638;"RL";51974;NA;"StoneBr";9;2006;2007;2338;0;2338;2660;1;0;2;1;8;3;1110;2007;"Partial";591587
1639;"RL";41600;NA;"Gilbert";5;1969;1990;1424;0;1424;1100;1;0;1;1;7;3;828;2007;"Normal";155000
1640;"RL";8035;NA;"StoneBr";9;2006;2006;1612;0;1612;1612;1;0;2;0;6;2;556;2007;"Normal";319900
1641;"RL";8089;NA;"StoneBr";8;2007;2007;1419;0;1419;1419;1;0;2;0;7;2;567;2007;"Partial";392000
1642;"RL";14082;NA;"StoneBr";8;2006;2006;2234;0;2234;2220;1;0;1;1;7;2;724;2007;"Normal";441929
1643;"RL";13870;NA;"StoneBr";10;2006;2007;2042;0;2042;1742;1;0;2;0;8;3;724;2007;"Partial";455000
1644;"RL";12546;NA;"NWAmes";6;1981;1981;1440;0;1440;1440;0;0;2;0;7;2;467;2007;"Normal";182900
1645;"RL";10960;NA;"NWAmes";6;1984;1984;1284;0;1284;1284;1;0;2;0;5;2;480;2007;"Abnorml";174000
1646;"RL";12090;NA;"NWAmes";6;1984;2003;1140;728;1868;585;0;0;3;1;7;2;477;2007;"Abnorml";178000
1647;"RL";12090;NA;"NWAmes";7;1981;2003;725;754;1479;725;0;0;2;1;6;2;484;2007;"Normal";176000
1648;"RL";12299;NA;"NWAmes";7;1978;1985;1664;0;1664;1529;1;0;2;0;7;2;663;2007;"Normal";213000
1649;"RL";11339;NA;"NWAmes";7;1979;1979;1085;845;1930;780;1;0;2;1;9;2;481;2007;"Normal";192000
1650;"RL";11952;NA;"NWAmes";7;1977;1977;1161;808;1969;808;0;0;2;1;8;2;534;2007;"Normal";190000
1651;"RL";12046;NA;"NWAmes";6;1976;1976;1118;912;2030;848;0;0;2;1;8;2;551;2007;"Normal";195000
1652;"RL";10395;NA;"NWAmes";6;1978;1978;1032;0;1032;1032;0;1;2;0;6;2;564;2007;"Normal";148000
1653;"RL";11850;NA;"NWAmes";6;1984;1984;1177;0;1177;1153;0;0;2;0;6;2;495;2007;"Normal";151500
1654;"RL";11584;NA;"NWAmes";7;1979;1979;1040;685;1725;539;0;0;2;1;6;2;550;2007;"Normal";197000
1655;"RL";10400;NA;"NWAmes";6;1979;1999;1353;0;1353;1259;1;0;2;0;5;2;478;2007;"Normal";192350
1656;"RL";10793;NA;"NWAmes";5;1969;1969;780;840;1620;780;0;0;2;1;7;2;462;2007;"Normal";152000
1657;"RL";13001;NA;"NWAmes";6;1971;1971;1220;0;1220;1625;0;1;2;0;6;2;944;2007;"Normal";170000
1658;"RL";12243;NA;"NWAmes";5;1971;1971;1484;0;1484;1484;0;0;2;0;7;2;487;2007;"Normal";175000
1659;"RL";11700;NA;"NWAmes";6;1968;1968;1041;702;1743;702;0;1;1;2;7;2;539;2007;"Normal";175000
1660;"RL";12384;NA;"NWAmes";7;1976;1976;1142;793;1935;793;0;0;2;1;7;2;550;2007;"Normal";197900
1661;"RL";8991;NA;"NWAmes";7;1976;1976;1324;0;1324;1228;0;1;2;0;5;2;585;2007;"Normal";174000
1662;"RL";8000;NA;"NWAmes";6;1974;1974;1084;793;1877;1084;1;0;2;1;8;2;488;2007;"Normal";178900
1663;"RL";10500;NA;"NAmes";5;1971;2005;576;533;1109;372;0;1;1;0;5;1;288;2007;"Normal";139000
1664;"RL";10530;NA;"NAmes";6;1971;1971;981;0;981;981;1;0;1;1;5;2;576;2007;"Normal";143250
1665;"RL";7472;NA;"NAmes";7;1972;2004;725;754;1479;725;1;0;1;1;7;2;484;2007;"Normal";184000
1666;"RL";9457;NA;"NAmes";5;1970;1990;1422;0;1422;925;1;0;1;0;7;2;576;2007;"Normal";155000
1667;"RL";7920;NA;"NAmes";5;1970;2002;914;0;914;914;0;0;1;0;5;1;368;2007;"Normal";133000
1668;"RL";9758;NA;"NAmes";5;1971;1971;950;0;950;950;0;0;1;0;5;1;280;2007;"Normal";119500
1669;"RL";8294;NA;"NAmes";4;1971;1971;872;0;872;858;0;0;1;0;5;4;480;2007;"Normal";123000
1670;"RL";7340;NA;"NAmes";4;1971;1971;858;0;858;858;0;0;1;0;4;1;684;2007;"Normal";110000
1671;"RL";17199;NA;"NAmes";4;1961;1961;914;0;914;914;0;0;1;0;4;1;270;2007;"Normal";128000
1672;"RL";9000;NA;"NAmes";4;1971;1971;864;0;864;864;0;0;1;0;5;2;528;2007;"Normal";120500
1673;"RH";4058;NA;"NAmes";7;1998;1998;767;0;767;723;1;0;1;0;4;1;367;2007;"Normal";133000
1674;"RH";4113;NA;"NAmes";6;2001;2001;1337;0;1337;1337;0;0;2;0;5;2;511;2007;"Normal";155000
1675;"RH";10943;NA;"NAmes";6;1997;1998;1337;0;1337;1405;1;0;2;0;5;2;522;2007;"Normal";177000
1676;"RM";2205;NA;"BrDale";6;1973;1973;525;567;1092;525;0;0;1;1;6;1;264;2007;"Normal";113500
1677;"RM";1890;NA;"BrDale";6;1973;1973;672;546;1218;672;0;0;1;1;7;1;264;2007;"Normal";113000
1678;"RM";2058;NA;"BrDale";6;1973;1973;672;546;1218;672;0;0;1;1;7;1;264;2007;"Normal";113700
1679;"RM";2016;NA;"BrDale";5;1970;1970;630;672;1302;630;0;0;2;1;6;2;440;2007;"Normal";106000
1680;"RM";1920;NA;"BrDale";5;1971;1971;765;600;1365;765;1;0;1;1;6;2;440;2007;"Normal";122500
1681;"RL";4928;NA;"NPkVill";6;1976;1976;958;0;958;1078;0;0;2;0;5;2;440;2007;"Normal";128000
1682;"RL";2308;NA;"NPkVill";6;1976;1976;804;744;1548;804;1;0;2;1;7;2;440;2007;"Normal";155000
1683;"RL";2304;NA;"NPkVill";7;1978;1978;1055;0;1055;1061;0;0;2;0;4;1;319;2007;"Normal";142500
1684;"RL";7150;NA;"NAmes";5;1966;1966;988;0;988;988;1;0;1;0;5;1;360;2007;"Normal";129250
1685;"RL";12469;NA;"NridgHt";9;2006;2007;1816;0;1816;1790;1;0;2;0;7;3;730;2007;"Partial";356000
1686;"RL";11694;NA;"NridgHt";9;2007;2007;1828;0;1828;1822;0;0;2;0;9;3;774;2007;"Partial";314813
1687;"RL";12030;NA;"NridgHt";8;2007;2007;1694;0;1694;1694;0;0;2;0;7;3;818;2007;"Partial";318000
1688;"RL";11825;NA;"NridgHt";8;2006;2007;1694;0;1694;1694;0;0;2;0;7;3;856;2007;"Partial";322400
1689;"RL";12085;NA;"NridgHt";8;2007;2007;1734;0;1734;1734;1;0;2;0;7;3;928;2007;"Partial";318000
1690;"RL";14333;NA;"NridgHt";8;2007;2007;2122;0;2122;2108;1;0;2;1;7;3;938;2007;"Partial";345474
1691;"RL";14450;NA;"NridgHt";9;2006;2007;2121;0;2121;2121;0;0;2;1;8;3;732;2007;"Partial";415298
1692;"RL";13641;NA;"NridgHt";9;2007;2007;1943;713;2656;1934;1;0;2;1;8;3;1040;2007;"Partial";492000
1693;"RL";13440;NA;"NridgHt";8;2006;2007;1148;1402;2550;1108;0;0;2;1;11;3;670;2007;"Partial";338931
1694;"RL";15431;NA;"NridgHt";10;2005;2006;2046;0;2046;1994;1;0;2;1;7;3;878;2007;"Normal";450000
1695;"RL";14154;NA;"NridgHt";7;2006;2006;1071;1101;2172;1063;0;0;2;1;9;3;947;2007;"Partial";280000
1696;"RL";13891;NA;"NridgHt";9;2007;2007;2552;0;2552;2552;1;0;2;0;8;3;932;2007;"Partial";479069
1697;"RL";14226;NA;"NridgHt";8;2006;2006;1973;0;1973;1935;0;0;2;0;9;3;895;2007;"Partial";395000
1698;"RL";13693;NA;"NridgHt";9;2006;2006;2069;574;2643;2153;0;0;2;1;9;3;694;2007;"Normal";380000
1699;"RL";11428;NA;"NridgHt";8;2006;2006;1634;0;1634;1626;0;0;2;0;7;3;866;2007;"Normal";250000
1700;"RL";14977;NA;"NridgHt";8;2006;2007;1976;0;1976;1976;1;0;2;0;7;3;908;2007;"Partial";440000
1701;"RL";13654;NA;"NridgHt";9;2005;2006;1722;1036;2758;1704;0;0;2;1;9;3;814;2007;"Normal";418000
1702;"RL";17169;NA;"NridgHt";10;2007;2007;2290;0;2290;2320;2;0;2;1;7;3;1174;2007;"Partial";500067
1703;"RL";16659;NA;"NridgHt";8;2007;2008;1582;570;2152;1582;0;0;2;1;7;2;728;2007;"Partial";260116
1704;"RL";9591;NA;"NridgHt";8;2004;2005;1143;1330;2473;1143;0;0;2;1;9;3;852;2007;"Normal";317000
1705;"RL";9709;NA;"NridgHt";8;2007;2007;958;1142;2100;918;1;0;2;1;8;3;786;2007;"Partial";319500
1706;"RL";10562;NA;"NridgHt";8;2007;2007;1610;551;2161;1582;1;0;1;1;8;3;789;2007;"Partial";325624
1707;"RL";13615;NA;"NridgHt";9;2006;2006;1802;0;1802;1802;0;0;2;1;7;3;843;2007;"Normal";372000
1708;"RL";13069;NA;"NridgHt";8;2004;2004;1718;1238;2956;1706;0;0;2;1;11;3;916;2007;"Normal";342000
1709;"RL";12099;NA;"NridgHt";8;2004;2004;1136;1332;2468;1136;1;0;2;1;10;3;872;2007;"Normal";354000
1710;"RL";14277;NA;"NridgHt";8;2003;2003;1217;1168;2385;1317;1;0;2;1;7;3;818;2007;"Normal";350000
1711;"RL";11999;NA;"NridgHt";8;2003;2004;1234;1140;2374;1181;0;0;2;1;10;3;656;2007;"Normal";285000
1712;"RL";12568;NA;"NridgHt";8;2007;2007;895;923;1818;895;1;0;2;1;8;3;774;2007;"Partial";281500
1713;"RL";9926;NA;"NridgHt";7;2005;2006;1614;0;1614;1614;1;0;2;0;7;3;878;2007;"Normal";245700
1714;"RL";9254;NA;"NridgHt";8;2005;2005;1721;0;1721;1721;1;0;2;0;7;2;554;2007;"Normal";232698
1715;"RL";10732;NA;"NridgHt";8;2006;2007;1298;530;1828;1298;0;0;2;1;7;3;876;2007;"Partial";250000
1716;"RL";7577;NA;"NridgHt";6;2005;2006;1362;0;1362;1362;0;0;2;0;6;2;460;2007;"Normal";194700
1717;"RL";3901;NA;"NridgHt";6;2005;2006;1302;0;1302;1302;1;0;1;1;5;2;631;2007;"Partial";204000
1718;"RL";3903;NA;"NridgHt";6;2005;2006;1302;0;1302;1302;1;0;1;1;5;2;631;2007;"Normal";200000
1719;"RL";6289;NA;"NridgHt";6;2005;2006;1362;0;1362;1362;1;0;2;0;6;2;460;2007;"Normal";207000
1720;"RL";4590;NA;"NridgHt";8;2006;2006;1554;0;1554;1554;0;0;2;0;6;2;627;2007;"Normal";209500
1721;"RL";4590;NA;"NridgHt";8;2006;2006;1554;0;1554;1554;0;0;2;0;6;2;627;2007;"Normal";209500
1722;"RL";6442;NA;"NridgHt";8;2006;2006;1370;0;1370;1370;0;0;2;0;6;2;484;2007;"Normal";202500
1723;"RL";7841;NA;"NridgHt";9;2005;2005;1577;0;1577;1577;1;0;2;0;6;2;564;2007;"Normal";280000
1724;"RL";7313;NA;"NridgHt";9;2005;2005;1561;0;1561;1561;1;0;2;0;6;2;556;2007;"Normal";277500
1725;"RL";7820;NA;"NridgHt";9;2007;2007;1869;0;1869;1869;0;0;2;0;6;2;617;2007;"Partial";318061
1726;"RL";6240;NA;"NridgHt";8;2006;2006;1324;0;1324;1324;0;0;2;0;6;2;550;2007;"Partial";221370
1727;"RL";3242;NA;"NridgHt";7;2003;2003;1405;0;1405;1405;1;0;2;0;6;2;478;2007;"Normal";200000
1728;"RL";15810;NA;"Gilbert";6;2007;2007;768;728;1496;768;0;0;3;0;7;2;572;2007;"Partial";181755
1729;"RL";10237;NA;"Gilbert";6;2005;2006;768;768;1536;768;0;0;2;1;6;2;400;2007;"Normal";176000
1730;"RL";10237;NA;"Gilbert";6;2005;2007;783;701;1484;783;0;0;2;1;8;2;393;2007;"Partial";178900
1731;"RL";13204;NA;"Gilbert";7;2006;2007;608;850;1458;608;0;0;2;0;6;2;454;2007;"Partial";168165
1732;"RL";8857;NA;"Gilbert";6;2006;2006;738;757;1495;738;0;0;2;1;7;2;440;2007;"Partial";171925
1733;"RL";9729;NA;"Gilbert";6;2006;2007;698;1048;1746;698;1;0;2;1;6;3;350;2007;"Partial";198444
1734;"RL";12216;NA;"Gilbert";6;2005;2005;1326;0;1326;1326;1;0;2;0;6;2;388;2007;"Normal";203000
1735;"RL";9018;NA;"Gilbert";7;2007;2007;728;728;1456;728;0;0;2;1;8;2;400;2007;"Partial";179540
1736;"RL";8993;NA;"Gilbert";7;2007;2007;1302;0;1302;1302;0;0;2;0;6;2;436;2007;"Partial";176485
1737;"RL";8899;NA;"Gilbert";7;2007;2007;1340;0;1340;1340;0;0;2;0;6;2;396;2007;"Partial";181134
1738;"RL";8499;NA;"Gilbert";6;2006;2007;616;796;1412;616;0;0;2;1;6;2;432;2007;"Partial";156932
1739;"RL";8229;NA;"Gilbert";6;2007;2007;752;752;1504;752;0;0;2;1;6;2;440;2007;"Partial";166000
1740;"RL";7713;NA;"Gilbert";7;2007;2007;728;728;1456;728;0;0;2;1;7;2;400;2007;"Partial";177594
1741;"RL";7697;NA;"Gilbert";7;2007;2007;1258;0;1258;1246;0;0;2;0;6;2;462;2007;"Partial";173500
1742;"RL";3922;NA;"Blmngtn";7;2006;2007;1258;0;1258;1258;0;0;2;0;6;3;648;2007;"Partial";172500
1743;"RL";3922;NA;"Blmngtn";7;2006;2007;1402;0;1402;1258;0;2;0;2;7;3;648;2007;"Partial";194201
1744;"RL";3621;NA;"Blmngtn";8;2003;2003;1589;0;1589;1406;1;0;2;0;7;3;630;2007;"Normal";226500
1745;"RL";3710;NA;"Blmngtn";7;2007;2007;1266;0;1266;1266;0;0;2;0;6;2;388;2007;"Partial";185485
1746;"RL";14572;NA;"Gilbert";7;2004;2004;1530;0;1530;1530;1;0;2;0;7;3;630;2007;"Family";259000
1747;"RL";16219;NA;"Gilbert";7;2004;2005;1119;0;1119;835;1;0;2;0;5;2;437;2007;"Normal";188500
1748;"RL";11084;NA;"Gilbert";7;2004;2004;744;630;1374;384;1;0;2;1;8;2;400;2007;"Family";175000
1749;"RL";11796;NA;"Gilbert";7;2004;2005;847;1112;1959;847;0;0;2;1;8;2;434;2007;"Normal";215000
1750;"RL";10936;NA;"Gilbert";7;2006;2006;1525;0;1525;1510;0;0;2;1;6;2;534;2007;"Partial";206580
1751;"RL";8244;NA;"Gilbert";7;2004;2004;840;880;1720;840;0;0;2;1;7;2;440;2007;"Normal";183500
1752;"RL";11950;NA;"Gilbert";7;2003;2003;754;640;1394;384;0;0;2;1;7;2;400;2007;"Normal";165500
1753;"RL";7875;NA;"Gilbert";7;2003;2003;847;1101;1948;847;0;0;2;1;8;2;434;2007;"Normal";211000
1754;"RL";8063;NA;"Gilbert";6;2000;2000;948;742;1690;924;0;0;2;1;7;2;463;2007;"Abnorml";181000
1755;"RL";8740;NA;"Gilbert";7;2002;2002;864;1131;1995;854;0;0;2;1;8;2;435;2007;"Normal";219500
1756;"RL";7917;NA;"Gilbert";6;1999;2000;953;694;1647;953;0;0;2;1;7;2;460;2007;"Normal";175000
1757;"RL";9967;NA;"Gilbert";7;2000;2000;774;656;1430;384;0;0;2;1;8;2;400;2007;"Normal";170000
1758;"RL";7750;NA;"Gilbert";7;2003;2003;660;660;1320;660;0;0;2;1;6;2;400;2007;"Normal";162000
1759;"RL";9487;NA;"Gilbert";6;2000;2000;940;750;1690;915;1;0;2;1;7;2;442;2007;"Normal";187000
1760;"RL";9649;NA;"Gilbert";6;1999;2000;961;683;1644;941;0;0;2;1;7;2;460;2007;"Normal";185000
1761;"RL";15623;NA;"NoRidge";10;1996;1996;2411;2065;4476;2396;1;0;3;1;10;3;813;2007;"Abnorml";745000
